-BEGIN HEADER-
NASA/POWER Source Native Resolution Daily Data 
Dates (month/day/year): 01/01/2014 through 03/10/2024 in LST
Location: latitude  48.1351   longitude 11.582 
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 616.07 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
parameter(s): 
ALLSKY_SFC_SW_DWN     CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (kW-hr/m^2/day) 
T2M                   MERRA-2 Temperature at 2 Meters (C) 
RH2M                  MERRA-2 Relative Humidity at 2 Meters (%) 
WS10M                 MERRA-2 Wind Speed at 10 Meters (m/s) 
WD10M                 MERRA-2 Wind Direction at 10 Meters (Degrees) 
PS                    MERRA-2 Surface Pressure (kPa) 
-END HEADER-
YEAR,MO,DY,ALLSKY_SFC_SW_DWN,T2M,RH2M,WS10M,WD10M,PS
2016,5,7,7.54,13.24,69.87,3.03,101.0,94.1
2016,5,8,7.52,13.3,73.0,3.08,92.8,94.11
2016,5,9,6.91,14.21,74.14,2.66,105.3,94.21
2016,5,10,3.58,13.38,81.65,1.78,124.4,93.99
2016,5,11,5.22,14.27,82.51,2.82,103.5,93.38
2016,5,12,2.16,10.71,88.67,2.61,235.8,92.71
2016,5,13,2.44,10.1,93.8,2.57,275.4,92.75
2016,5,14,3.93,10.41,84.6,3.05,297.9,93.57
2016,5,15,4.68,6.0,77.82,3.34,295.5,94.53
2016,5,16,3.05,5.52,88.37,3.33,268.0,94.7
2016,5,17,4.75,8.04,78.35,2.49,273.2,94.66
2016,5,18,6.64,11.7,72.66,1.75,213.5,94.17
2016,5,19,2.58,9.13,89.26,2.67,280.7,93.99
2016,5,20,5.94,11.73,76.85,1.88,270.6,94.84
2016,5,21,7.15,14.78,70.95,1.9,144.1,94.72
2016,5,22,7.52,18.87,70.19,2.21,172.1,94.01
2016,5,23,1.76,10.67,88.29,3.38,283.3,94.0
2016,5,24,1.77,8.6,91.83,4.24,272.2,94.12
2016,5,25,4.26,12.93,79.37,1.23,0.7,94.3
2016,5,26,7.27,15.88,76.48,1.57,87.3,94.44
2016,5,27,5.27,17.76,77.5,1.58,162.3,94.34
2016,5,28,5.52,17.9,82.5,1.84,125.3,94.17
2016,5,29,4.66,18.12,81.7,1.55,145.4,93.49
2016,5,30,5.02,14.02,85.85,2.59,237.1,93.66
2016,5,31,4.15,13.58,83.35,1.63,118.1,94.05
2016,6,1,4.62,13.33,88.57,2.55,271.7,94.16
2016,6,2,2.94,13.64,85.5,1.57,292.1,94.01
2016,6,3,4.48,14.75,83.05,1.57,307.2,93.98
2016,6,4,4.88,15.85,81.16,1.2,351.9,94.13
2016,6,5,4.37,14.51,88.47,1.32,294.2,94.5
2016,6,6,7.57,16.8,79.14,2.25,87.0,94.8
2016,6,7,7.52,17.66,76.81,2.2,84.0,94.95
2016,6,8,3.42,15.99,83.61,1.23,302.0,94.72
2016,6,9,3.41,13.49,91.3,2.07,312.6,94.43
2016,6,10,7.43,15.72,71.61,1.78,296.5,94.17
2016,6,11,2.81,15.12,79.51,1.19,233.3,93.98
2016,6,12,4.5,14.56,86.15,3.36,263.7,93.92
2016,6,13,4.2,14.42,87.77,2.95,260.8,93.46
2016,6,14,4.74,14.22,85.21,2.19,262.4,93.23
2016,6,15,6.26,14.17,79.41,2.16,266.8,93.29
2016,6,16,4.0,16.99,81.26,2.27,350.4,93.17
2016,6,17,4.94,12.93,82.16,3.68,261.6,93.87
2016,6,18,6.22,14.37,79.64,1.53,229.2,94.63
2016,6,19,3.78,12.24,90.5,2.09,310.2,94.95
2016,6,20,6.85,14.66,79.5,1.6,318.3,95.0
2016,6,21,4.66,16.57,80.24,1.71,259.1,95.13
2016,6,22,7.3,19.88,79.24,1.6,7.6,95.31
2016,6,23,8.36,21.73,79.14,2.52,98.9,95.08
2016,6,24,8.21,23.37,70.59,1.65,21.5,94.65
2016,6,25,6.41,20.63,84.25,2.1,289.3,94.3
2016,6,26,3.24,15.34,87.96,2.02,352.6,94.7
2016,6,27,6.7,15.42,77.72,2.11,290.1,94.89
2016,6,28,6.46,17.94,69.92,1.45,233.3,94.72
2016,6,29,5.82,19.51,76.83,1.99,261.2,94.44
2016,6,30,4.34,18.68,87.23,1.77,213.4,94.45
2016,7,1,7.08,20.27,77.7,1.63,275.3,94.65
2016,7,2,3.03,19.04,83.77,2.58,287.4,94.51
2016,7,3,5.0,14.95,77.2,1.84,300.6,94.99
2016,7,4,6.76,17.14,75.47,1.46,73.7,94.97
2016,7,5,6.68,18.72,79.5,2.66,273.4,94.59
2016,7,6,6.53,15.88,78.26,3.07,302.2,94.85
2016,7,7,7.63,17.6,64.7,1.3,356.3,94.97
2016,7,8,7.39,19.59,73.33,1.91,255.9,94.75
2016,7,9,6.43,20.25,77.2,2.55,295.1,94.9
2016,7,10,8.01,22.82,69.56,1.71,130.8,94.53
2016,7,11,5.86,23.28,80.15,2.01,233.9,94.29
2016,7,12,1.99,17.2,91.36,1.73,318.3,94.32
2016,7,13,3.01,14.54,85.03,2.7,281.7,94.3
2016,7,14,3.99,11.23,89.35,4.05,282.1,94.54
2016,7,15,4.77,11.96,81.81,2.96,298.1,95.21
2016,7,16,5.91,13.52,75.9,2.36,303.4,95.32
2016,7,17,5.17,16.76,81.93,2.55,276.8,95.11
2016,7,18,6.59,19.75,77.89,2.1,306.4,95.07
2016,7,19,7.66,21.62,68.17,1.43,76.0,95.03
2016,7,20,7.8,21.83,68.34,1.73,113.2,94.71
2016,7,21,4.5,20.07,82.07,2.43,257.8,94.52
2016,7,22,5.85,19.77,85.92,1.36,52.1,94.53
2016,7,23,4.19,20.47,85.21,1.29,332.5,94.6
2016,7,24,5.99,20.33,80.71,1.54,336.6,94.77
2016,7,25,4.51,20.13,83.52,1.48,313.9,94.77
2016,7,26,4.12,19.78,86.57,1.51,283.2,94.82
2016,7,27,4.78,19.19,85.99,1.53,283.1,94.66
2016,7,28,5.07,19.04,77.67,1.39,264.8,94.65
2016,7,29,5.2,19.59,79.54,2.28,268.8,94.53
2016,7,30,6.44,21.79,77.17,1.85,261.5,94.42
2016,7,31,2.09,18.68,91.65,2.15,269.7,94.29
2016,8,1,6.52,16.64,75.81,1.94,304.6,94.8
2016,8,2,3.25,17.32,78.28,2.2,249.6,94.78
2016,8,3,6.15,20.02,80.14,2.04,262.5,94.6
2016,8,4,6.89,21.62,76.36,1.76,154.8,94.22
2016,8,5,1.99,13.44,91.84,3.14,282.1,94.66
2016,8,6,4.46,15.2,84.41,2.21,291.3,95.39
2016,8,7,7.02,17.13,74.37,1.49,346.6,95.6
2016,8,8,6.89,18.98,72.88,1.97,258.5,95.04
2016,8,9,2.36,14.88,90.16,2.0,308.3,94.84
2016,8,10,3.65,11.68,85.21,2.41,287.4,94.79
2016,8,11,5.45,11.81,76.73,1.91,290.1,95.15
2016,8,12,2.18,12.7,91.64,2.77,255.9,95.41
2016,8,13,6.58,18.46,75.54,1.5,245.9,95.33
2016,8,14,6.36,19.93,78.54,1.96,282.9,95.11
2016,8,15,6.04,19.29,80.7,1.63,74.8,94.96
2016,8,16,6.08,20.1,74.04,1.47,29.1,94.53
2016,8,17,5.78,17.2,74.76,1.43,14.8,94.19
2016,8,18,4.74,17.56,82.0,2.16,253.6,94.0
2016,8,19,4.79,18.03,82.34,1.48,240.7,94.18
2016,8,20,4.3,20.49,77.49,1.68,265.1,94.41
2016,8,21,3.87,15.82,83.55,2.59,292.0,94.92
2016,8,22,5.48,14.86,77.93,2.17,287.4,95.58
2016,8,23,6.24,17.12,75.86,1.68,98.8,95.62
2016,8,24,6.23,18.2,79.63,3.07,94.0,95.28
2016,8,25,6.0,18.51,81.49,2.74,95.9,94.88
2016,8,26,6.17,21.4,77.25,1.54,173.2,94.82
2016,8,27,6.28,21.87,78.71,1.76,106.4,94.82
2016,8,28,5.25,22.41,76.3,1.83,247.3,94.68
2016,8,29,3.18,18.67,89.1,2.08,273.2,94.84
2016,8,30,5.28,17.31,83.67,2.23,57.8,95.13
2016,8,31,5.88,17.83,81.64,1.84,86.6,94.95
2016,9,1,4.13,18.94,80.76,1.97,287.2,95.08
2016,9,2,5.06,18.87,74.82,1.59,257.6,95.0
2016,9,3,4.48,18.74,78.69,2.0,249.9,94.88
2016,9,4,3.02,18.12,81.64,3.13,242.2,94.57
2016,9,5,3.23,14.63,85.37,4.2,283.5,94.79
2016,9,6,4.71,14.16,84.51,2.44,20.8,95.35
2016,9,7,4.78,16.13,83.7,2.9,94.2,94.9
2016,9,8,5.4,18.74,75.48,1.93,234.8,94.45
2016,9,9,4.88,18.79,78.45,1.99,295.1,94.63
2016,9,10,5.03,20.0,79.09,1.35,94.7,94.55
2016,9,11,4.77,19.21,80.5,1.75,170.8,94.72
2016,9,12,5.04,19.94,73.25,1.69,143.1,94.75
2016,9,13,4.93,19.72,74.53,1.94,112.1,94.54
2016,9,14,4.97,18.73,80.31,1.78,116.3,94.28
2016,9,15,4.35,19.07,78.59,1.85,199.4,94.14
2016,9,16,3.28,16.79,85.84,1.9,309.2,94.29
2016,9,17,1.16,12.45,94.19,4.15,266.3,94.17
2016,9,18,0.92,12.53,93.58,3.18,245.7,94.03
2016,9,19,0.9,11.52,96.0,2.8,293.7,94.36
2016,9,20,2.4,11.39,87.53,1.43,24.9,94.57
2016,9,21,3.69,10.16,80.08,1.91,81.6,94.67
2016,9,22,4.7,11.18,75.87,1.89,108.7,94.97
2016,9,23,3.44,12.83,80.1,1.61,277.0,95.28
2016,9,24,4.52,13.27,82.11,1.62,88.7,95.34
2016,9,25,4.48,14.15,77.71,1.51,142.7,94.93
2016,9,26,3.79,13.92,81.65,1.88,140.3,94.97
2016,9,27,2.82,13.85,80.28,1.42,124.7,95.33
2016,9,28,3.79,13.34,85.03,2.46,242.4,95.65
2016,9,29,4.38,15.32,77.03,2.32,236.1,95.17
2016,9,30,4.08,15.96,74.56,2.32,234.8,94.59
2016,10,1,3.16,15.81,81.89,1.89,255.2,94.17
2016,10,2,1.2,11.84,92.43,1.63,281.7,94.46
2016,10,3,2.01,9.17,86.82,3.35,274.8,95.17
2016,10,4,1.24,7.44,96.23,2.45,318.1,95.54
2016,10,5,3.37,4.63,80.03,2.35,32.5,95.38
2016,10,6,1.3,4.9,93.02,2.11,281.1,94.62
2016,10,7,1.37,6.67,90.22,1.07,354.4,94.49
2016,10,8,1.44,5.83,88.85,1.18,323.5,94.74
2016,10,9,2.55,5.32,84.02,1.53,19.9,94.98
2016,10,10,1.97,4.52,86.51,1.51,58.4,94.88
2016,10,11,1.83,3.91,89.4,1.71,60.3,94.46
2016,10,12,2.57,4.12,90.35,1.69,30.3,94.5
2016,10,13,2.41,4.78,84.84,3.29,90.5,94.2
2016,10,14,1.64,9.52,86.44,2.69,137.9,93.74
2016,10,15,2.6,10.42,90.42,1.99,262.7,94.3
2016,10,16,3.28,11.26,89.0,1.78,118.8,95.0
2016,10,17,1.72,10.46,89.49,1.09,222.4,95.1
2016,10,18,1.14,9.51,96.29,1.78,270.4,95.03
2016,10,19,1.71,7.63,93.32,2.36,249.7,94.66
2016,10,20,1.68,6.29,85.98,2.39,244.5,94.28
2016,10,21,1.34,4.36,90.47,2.38,256.0,94.21
2016,10,22,1.85,4.89,83.81,2.13,244.5,94.26
2016,10,23,2.07,6.59,83.72,2.04,150.5,94.12
2016,10,24,1.97,11.41,86.27,2.31,186.3,94.38
2016,10,25,0.94,10.9,93.28,2.19,261.8,94.95
2016,10,26,1.25,9.74,93.3,1.18,357.6,95.41
2016,10,27,2.16,7.71,88.87,1.61,281.2,95.95
2016,10,28,2.18,6.53,85.76,2.15,250.7,96.06
2016,10,29,1.36,7.23,92.39,2.24,281.4,95.93
2016,10,30,2.36,6.44,86.54,1.47,330.3,95.66
2016,10,31,2.38,6.21,84.65,1.91,93.0,95.48
2016,11,1,1.5,7.13,84.09,1.96,222.5,94.91
2016,11,2,0.79,5.76,95.53,3.33,274.3,94.52
2016,11,3,1.57,2.69,89.08,2.16,287.1,94.85
2016,11,4,1.8,3.85,82.24,1.67,165.4,94.34
2016,11,5,0.99,7.21,86.95,2.56,204.6,93.26
2016,11,6,0.41,2.03,97.15,1.72,281.0,93.02
2016,11,7,1.15,0.12,95.6,1.9,254.4,93.53
2016,11,8,1.26,-1.39,91.94,1.91,242.6,93.73
2016,11,9,1.65,0.07,86.67,2.0,188.3,93.47
2016,11,10,0.9,2.7,95.23,4.17,248.0,93.62
2016,11,11,0.72,1.39,96.9,2.71,254.7,93.97
2016,11,12,0.95,-0.6,92.43,1.69,323.0,94.88
2016,11,13,1.23,-2.23,91.88,2.01,97.5,95.14
2016,11,14,1.63,-2.82,90.99,2.51,91.1,95.63
2016,11,15,1.05,0.22,89.23,2.21,237.1,95.56
2016,11,16,0.47,4.62,96.56,3.04,248.0,94.91
2016,11,17,0.99,6.72,92.71,2.91,237.7,94.22
2016,11,18,0.66,6.3,87.83,2.52,195.0,93.74
2016,11,19,0.28,2.94,97.43,2.12,211.7,93.94
2016,11,20,1.65,4.25,89.15,2.91,174.9,93.77
2016,11,21,1.14,8.02,85.86,3.36,176.5,93.69
2016,11,22,0.86,8.94,88.1,2.54,179.6,94.08
2016,11,23,1.17,8.31,92.8,2.18,163.1,94.51
2016,11,24,0.64,6.27,94.66,2.65,111.3,94.48
2016,11,25,0.64,4.53,94.97,3.34,77.4,94.42
2016,11,26,0.36,4.85,94.13,1.39,32.5,94.43
2016,11,27,0.86,3.67,96.36,2.18,306.6,94.43
2016,11,28,1.53,-2.16,88.57,2.23,45.6,95.09
2016,11,29,1.8,-3.43,83.63,2.38,92.4,95.73
2016,11,30,1.56,-0.63,83.92,2.55,255.4,95.75
2016,12,1,0.91,0.29,86.61,3.35,264.8,95.21
2016,12,2,0.83,-0.34,93.84,3.16,270.1,94.77
2016,12,3,1.52,-1.72,95.5,2.57,78.6,94.9
2016,12,4,0.97,-2.72,93.48,2.01,95.2,95.21
2016,12,5,0.74,-1.63,92.11,1.42,188.2,95.33
2016,12,6,1.23,-0.57,95.07,1.85,242.0,95.65
2016,12,7,0.86,-0.5,86.25,1.63,165.7,95.99
2016,12,8,1.4,1.73,70.05,2.5,230.6,95.95
2016,12,9,1.13,2.67,67.49,2.78,249.2,95.78
2016,12,10,1.53,3.61,69.31,2.5,235.5,95.3
2016,12,11,0.44,1.78,86.51,3.98,261.1,94.86
2016,12,12,0.65,1.07,98.07,3.17,271.3,95.16
2016,12,13,1.13,0.55,87.0,1.81,197.7,95.28
2016,12,14,0.98,2.44,78.69,1.55,252.6,95.19
2016,12,15,0.55,1.04,93.98,2.5,97.0,95.3
2016,12,16,0.45,-1.77,92.41,1.94,113.3,95.57
2016,12,17,0.74,-0.58,85.07,1.59,235.5,96.23
2016,12,18,0.5,0.19,86.95,1.46,274.4,95.95
2016,12,19,0.54,-1.05,95.0,2.68,100.8,95.32
2016,12,20,0.61,-2.02,96.89,2.38,123.2,94.99
2016,12,21,0.54,-0.63,97.34,1.11,164.3,95.43
2016,12,22,0.87,0.72,88.96,1.52,206.4,95.73
2016,12,23,0.7,0.65,94.7,1.85,237.3,95.99
2016,12,24,0.54,2.15,94.36,3.76,258.9,95.63
2016,12,25,0.65,3.49,92.16,5.11,260.5,95.52
2016,12,26,0.79,4.89,92.06,4.02,269.7,95.62
2016,12,27,0.89,0.94,88.21,5.0,273.9,96.39
2016,12,28,0.78,0.18,92.99,3.5,281.5,96.66
2016,12,29,1.21,-1.05,90.89,1.95,118.4,96.5
2016,12,30,1.04,-0.51,62.87,1.28,132.3,96.24
2016,12,31,0.96,-1.14,81.51,1.69,231.0,95.84
2017,1,1,1.26,-1.17,72.54,2.09,227.4,94.85
2017,1,2,0.47,-2.2,87.47,3.04,277.8,94.66
2017,1,3,0.78,-3.3,90.41,3.04,261.6,95.06
2017,1,4,0.41,-1.53,82.7,7.11,263.4,94.09
2017,1,5,0.75,-5.11,92.46,3.99,327.5,94.82
2017,1,6,1.42,-9.92,85.77,1.72,9.5,96.11
2017,1,7,0.72,-10.05,80.26,1.9,226.6,95.74
2017,1,8,0.5,-5.14,97.57,2.81,279.9,95.36
2017,1,9,0.39,-5.75,95.51,2.14,246.2,95.18
2017,1,10,0.94,-7.96,91.43,2.18,142.6,93.96
2017,1,11,0.59,-3.4,97.37,2.95,247.3,93.96
2017,1,12,0.65,0.68,95.99,3.79,251.9,93.81
2017,1,13,0.72,-1.07,90.88,6.16,263.0,92.82
2017,1,14,0.53,-3.04,94.67,5.03,271.1,93.66
2017,1,15,0.79,-4.54,95.67,3.55,259.3,94.46
2017,1,16,0.8,-6.04,97.8,2.36,347.0,94.71
2017,1,17,1.34,-7.55,97.09,3.32,60.3,95.43
2017,1,18,0.99,-8.93,95.6,3.99,83.0,95.8
2017,1,19,1.77,-11.43,97.62,2.66,90.0,95.75
2017,1,20,1.85,-9.6,97.39,1.91,115.4,95.62
2017,1,21,1.98,-7.82,93.44,1.64,138.6,95.44
2017,1,22,1.57,-7.29,97.16,1.73,172.9,95.06
2017,1,23,1.41,-8.5,89.31,1.78,250.9,94.9
2017,1,24,0.65,-9.86,96.6,1.27,9.1,95.1
2017,1,25,0.55,-9.77,96.93,3.26,81.0,95.24
2017,1,26,1.39,-7.94,96.39,2.58,99.4,94.98
2017,1,27,2.1,-4.28,98.08,2.18,161.8,94.78
2017,1,28,1.77,-2.54,93.58,2.09,188.1,94.68
2017,1,29,2.11,-1.34,87.41,1.87,211.4,94.94
2017,1,30,1.5,-0.91,88.65,2.09,194.8,94.48
2017,1,31,1.31,1.14,98.58,2.59,254.4,94.26
2017,2,1,0.95,0.44,96.14,0.89,164.7,94.46
2017,2,2,1.37,2.08,95.42,2.43,181.9,94.1
2017,2,3,0.92,2.6,96.76,1.83,222.0,93.62
2017,2,4,1.62,2.55,94.36,2.68,200.8,93.28
2017,2,5,1.99,2.5,87.67,2.98,161.7,93.18
2017,2,6,1.05,-0.01,97.27,1.57,327.9,93.91
2017,2,7,1.53,0.41,90.52,1.61,128.7,94.4
2017,2,8,1.24,-1.45,89.27,2.89,80.8,94.66
2017,2,9,1.21,-2.45,89.46,3.15,73.9,94.88
2017,2,10,0.95,-1.33,87.74,1.39,61.2,94.61
2017,2,11,2.64,0.24,91.3,2.07,90.4,94.7
2017,2,12,0.93,-0.32,91.75,2.42,92.6,95.19
2017,2,13,1.44,-0.41,91.41,3.36,84.0,95.35
2017,2,14,2.64,0.93,90.07,1.93,122.7,95.58
2017,2,15,2.85,3.08,81.89,1.66,246.0,96.03
2017,2,16,2.98,4.14,77.51,2.15,242.4,95.78
2017,2,17,1.23,1.29,94.78,2.89,250.0,95.22
2017,2,18,1.4,1.29,91.71,2.01,283.7,95.26
2017,2,19,2.14,1.01,86.46,2.42,245.3,95.01
2017,2,20,1.91,3.13,89.8,3.97,256.5,94.86
2017,2,21,0.94,5.69,93.69,5.81,257.4,94.47
2017,2,22,1.08,6.97,88.68,6.03,257.2,94.21
2017,2,23,2.45,8.88,75.43,5.73,254.1,93.44
2017,2,24,1.8,2.64,87.33,4.79,280.3,93.84
2017,2,25,3.46,0.6,77.75,1.94,180.9,94.8
2017,2,26,2.23,3.39,72.46,2.08,231.0,94.43
2017,2,27,3.5,6.16,65.01,1.57,193.8,93.66
2017,2,28,0.89,2.3,90.82,2.74,229.3,92.78
2017,3,1,1.99,2.7,85.83,4.89,253.1,93.5
2017,3,2,3.6,4.2,83.09,5.14,257.4,94.1
2017,3,3,2.48,5.09,73.38,2.74,169.2,94.04
2017,3,4,2.88,7.21,78.41,3.51,185.6,92.76
2017,3,5,2.64,4.2,84.53,2.69,228.2,93.34
2017,3,6,2.18,3.78,85.69,3.39,258.2,93.17
2017,3,7,1.9,2.09,91.79,4.18,280.6,94.05
2017,3,8,2.09,3.04,84.48,2.21,231.4,94.91
2017,3,9,0.94,4.82,95.39,4.66,248.9,94.71
2017,3,10,3.13,4.04,82.78,3.99,306.1,95.13
2017,3,11,3.93,3.43,72.1,1.98,109.6,94.97
2017,3,12,4.42,2.16,80.68,3.37,82.6,94.42
2017,3,13,4.38,3.44,74.29,1.7,79.5,95.01
2017,3,14,3.41,4.58,78.15,2.39,280.3,95.72
2017,3,15,2.54,5.83,87.5,2.48,291.9,95.72
2017,3,16,4.53,7.88,71.8,1.44,149.7,95.21
2017,3,17,3.91,9.3,76.23,4.08,262.8,94.37
2017,3,18,1.17,6.58,89.62,6.91,261.0,93.89
2017,3,19,1.83,8.56,92.23,5.27,261.6,94.07
2017,3,20,2.64,9.34,87.65,2.88,272.0,94.04
2017,3,21,2.57,8.08,89.04,2.23,284.8,93.93
2017,3,22,1.12,6.1,91.12,2.25,53.3,93.99
2017,3,23,3.08,8.11,84.69,1.57,75.5,94.22
2017,3,24,1.45,7.02,87.15,3.06,76.3,95.12
2017,3,25,4.84,6.1,84.8,3.86,71.7,95.08
2017,3,26,4.74,4.01,79.06,3.38,76.0,94.87
2017,3,27,5.39,5.4,75.62,3.04,95.5,95.05
2017,3,28,5.5,8.96,72.25,2.48,259.8,95.09
2017,3,29,4.79,10.07,80.6,2.89,278.6,95.36
2017,3,30,5.28,11.19,76.72,1.79,106.9,95.38
2017,3,31,5.45,12.89,71.84,2.08,161.6,94.69
2017,4,1,4.34,13.17,73.31,1.96,238.1,93.98
2017,4,2,4.48,11.72,82.21,2.25,345.6,94.46
2017,4,3,2.93,10.2,91.25,1.54,16.9,94.92
2017,4,4,2.98,7.92,84.68,1.59,25.9,94.91
2017,4,5,3.52,8.47,78.67,1.59,305.6,94.86
2017,4,6,2.95,5.66,79.81,2.94,315.6,95.03
2017,4,7,4.75,6.38,79.93,3.37,285.9,95.04
2017,4,8,5.6,9.48,80.37,1.8,84.5,95.1
2017,4,9,5.91,12.65,69.08,1.47,195.0,95.11
2017,4,10,5.61,13.43,74.89,3.48,263.3,94.72
2017,4,11,4.83,8.23,75.03,2.44,322.3,95.03
2017,4,12,4.99,9.48,72.7,2.41,261.3,94.61
2017,4,13,2.94,9.67,80.92,3.79,285.0,94.23
2017,4,14,3.08,8.48,80.28,2.19,287.9,94.38
2017,4,15,3.51,8.71,85.07,3.38,273.2,94.35
2017,4,16,2.35,5.3,86.9,3.33,286.7,94.6
2017,4,17,1.83,4.44,88.71,3.91,267.3,94.38
2017,4,18,2.93,1.4,88.9,3.63,306.7,94.61
2017,4,19,3.1,0.1,82.98,3.08,10.5,95.33
2017,4,20,4.46,0.34,75.56,2.22,343.5,95.83
2017,4,21,5.9,2.93,70.87,2.61,252.1,95.64
2017,4,22,2.16,5.6,81.21,4.05,275.3,94.98
2017,4,23,3.96,4.22,76.05,2.86,299.6,94.96
2017,4,24,7.02,7.7,66.31,1.79,163.1,94.39
2017,4,25,2.54,9.14,84.36,3.08,278.2,93.62
2017,4,26,1.64,3.27,92.74,2.04,351.0,93.67
2017,4,27,1.51,1.65,93.01,1.67,2.7,93.99
2017,4,28,1.75,0.79,96.38,2.39,317.9,93.93
2017,4,29,4.88,4.52,76.73,2.2,237.5,94.53
2017,4,30,7.21,7.32,74.75,3.21,96.2,94.03
2017,5,1,3.02,6.36,85.61,3.72,261.5,93.89
2017,5,2,4.47,7.75,78.89,3.01,239.8,94.34
2017,5,3,3.81,8.71,82.91,1.39,311.1,94.43
2017,5,4,3.99,9.06,86.91,1.63,319.4,94.24
2017,5,5,4.05,8.76,86.25,2.33,295.4,94.53
2017,5,6,6.56,11.49,77.9,2.51,81.9,93.89
2017,5,7,2.09,10.05,89.23,4.26,265.8,94.15
2017,5,8,1.65,8.23,93.71,3.53,271.8,94.28
2017,5,9,4.02,6.63,80.71,2.47,330.1,94.38
2017,5,10,7.47,8.95,69.66,1.79,114.6,93.82
2017,5,11,5.94,13.99,72.11,2.54,146.7,93.17
2017,5,12,5.65,13.81,83.21,2.18,259.7,93.38
2017,5,13,5.48,14.11,80.32,2.67,276.0,94.14
2017,5,14,4.78,13.51,87.46,1.8,290.6,94.99
2017,5,15,5.02,13.49,82.39,1.94,289.6,95.64
2017,5,16,7.09,15.03,72.74,1.78,86.4,95.67
2017,5,17,7.54,16.1,76.32,2.97,96.0,95.01
2017,5,18,6.53,18.28,81.87,2.29,271.4,94.23
2017,5,19,4.36,15.72,80.84,3.33,268.0,94.0
2017,5,20,6.39,11.0,75.36,2.42,309.7,94.94
2017,5,21,5.91,12.27,78.6,2.21,47.8,95.25
2017,5,22,6.72,15.07,76.63,1.87,70.2,94.69
2017,5,23,6.41,16.39,79.27,2.78,279.8,94.7
2017,5,24,5.1,14.26,81.67,3.37,302.0,94.96
2017,5,25,5.67,14.13,72.43,1.49,351.7,94.99
2017,5,26,7.93,15.94,66.97,1.68,67.2,94.89
2017,5,27,7.9,17.11,73.12,2.73,93.8,94.91
2017,5,28,8.23,19.46,66.27,1.68,113.5,94.88
2017,5,29,7.59,21.17,61.95,1.84,121.0,94.49
2017,5,30,6.94,20.34,75.22,2.07,275.3,94.45
2017,5,31,6.66,18.59,85.1,2.11,327.7,94.84
2017,6,1,6.4,18.86,76.17,1.29,27.7,94.88
2017,6,2,6.35,19.17,75.35,1.4,263.7,94.68
2017,6,3,7.05,19.77,75.92,1.78,125.4,94.3
2017,6,4,3.54,16.11,84.26,3.06,277.0,94.29
2017,6,5,3.92,14.79,89.23,2.12,59.2,94.2
2017,6,6,1.9,13.72,87.38,2.83,249.6,93.76
2017,6,7,6.08,10.7,76.32,4.09,269.5,94.65
2017,6,8,7.35,14.06,63.91,1.71,155.4,94.87
2017,6,9,5.78,16.97,74.41,2.42,233.2,94.45
2017,6,10,7.65,16.55,77.21,1.99,326.9,94.94
2017,6,11,8.03,18.88,66.85,2.07,111.0,94.83
2017,6,12,5.44,20.16,78.78,3.44,278.6,94.54
2017,6,13,8.09,17.38,73.54,2.14,317.7,94.7
2017,6,14,7.37,17.5,75.17,2.03,60.5,94.65
2017,6,15,7.45,20.94,68.55,1.43,260.7,94.55
2017,6,16,6.85,18.13,76.96,4.38,281.7,94.79
2017,6,17,6.76,14.94,72.62,3.45,306.3,95.23
2017,6,18,7.89,15.99,73.37,2.13,62.0,95.28
2017,6,19,8.35,19.26,70.07,1.95,92.9,94.97
2017,6,20,7.11,22.81,71.84,2.36,278.3,94.64
2017,6,21,6.04,23.91,65.04,1.23,288.9,94.55
2017,6,22,7.31,23.24,72.33,2.17,263.0,94.51
2017,6,23,6.45,22.53,80.8,3.53,279.4,94.51
2017,6,24,6.68,20.65,79.42,2.54,286.9,94.64
2017,6,25,3.97,17.39,89.69,2.36,260.2,94.45
2017,6,26,8.26,20.48,73.18,2.09,288.7,94.29
2017,6,27,5.6,19.8,80.15,1.22,63.1,93.87
2017,6,28,5.38,19.68,80.36,2.37,127.9,93.05
2017,6,29,4.92,16.06,82.79,4.0,257.1,93.05
2017,6,30,7.1,15.23,78.89,2.24,245.5,93.75
2017,7,1,5.41,15.23,77.57,3.92,261.3,94.18
2017,7,2,3.15,14.47,88.33,3.38,276.3,94.74
2017,7,3,5.94,15.8,79.67,2.33,288.0,95.11
2017,7,4,6.45,18.46,70.8,2.06,282.6,95.0
2017,7,5,7.8,20.94,70.78,1.93,256.1,94.77
2017,7,6,7.67,23.34,64.13,1.56,263.0,94.82
2017,7,7,5.29,22.15,76.15,2.79,257.9,94.69
2017,7,8,5.77,22.11,81.73,2.23,260.0,94.68
2017,7,9,4.69,21.65,80.06,1.55,223.1,94.34
2017,7,10,4.75,20.32,83.68,2.09,278.1,94.07
2017,7,11,5.48,18.21,81.12,3.01,264.2,94.41
2017,7,12,4.44,18.77,82.43,3.53,263.0,94.36
2017,7,13,7.95,15.25,75.22,2.18,337.0,94.88
2017,7,14,4.75,15.65,78.65,2.2,277.2,94.55
2017,7,15,5.19,13.92,79.22,2.91,300.7,94.98
